Id,FirstName,LastName,Company,Status,LeadSource,CreatedDate,AnnualRevenue,Sector,ProductInterest,State
00Q264ac645b725,Mia,Jackson,Gekko & Co 88,Working,Referral,2025-09-26,1687086,Healthcare,Corporate Life Insurance,Rio Grande do Sul
00Q01746a143d35,Grace,Anderson,MomCorp 98,Working,Partner,2025-06-03,26217345,Banking,Cyber Liability Insurance,Rio de Janeiro
00Qbc791b9db674,Ivy,Davis,Vandelay Ind 3,New,Trade Show,2025-10-03,16256653,Insurance,Pension Fund Management,Santa Catarina
00Q691cae9fda81,Frank,White,Cyberdyne 38,Working,Trade Show,2025-04-17,8750411,Financial Services,Corporate Life Insurance,Distrito Federal
00Q4b471418485e,Jack,Jackson,Hooli 28,Nurturing,LinkedIn,2025-07-30,2789964,FinTech,Group Health Insurance,Minas Gerais
00Qdd6a69f854bd,Mia,Williams,Massive Dynamic 8,New,Referral,2025-06-28,5578391,Financial Services,Pension Fund Management,Santa Catarina
00Q7d0e2189d5f7,Grace,Jackson,Tyrell Corp 43,Nurturing,Partner,2025-10-06,10630395,Banking,Group Health Insurance,Santa Catarina
00Q9500cf494f04,Frank,Wilson,Gekko & Co 4,New,Web,2025-05-19,412249,Insurance,Corporate Life Insurance,Parana
00Q26f2e39ba3fb,Ivy,Harris,Cyberdyne 1,Working,Trade Show,2025-05-07,3822312,Financial Services,Group Health Insurance,Rio Grande do Sul
00Q01649e01d21a,David,Miller,Oscorp 25,Nurturing,Web,2025-02-10,82497103,Financial Services,Commercial Property,Sao Paulo
00Qfe3b4f9c7001,Alice,Wilson,Tyrell Corp 10,Working,Trade Show,2025-02-19,15645559,Financial Services,Pension Fund Management,Parana
00Qe66848debefb,Liam,Thomas,Aperture Science 71,Closed - Not Converted,Cold Call,2025-11-20,9166047,Insurance,Group Health Insurance,Minas Gerais
00Q7c740529f7a7,Jane,Anderson,Hooli 63,New,Partner,2025-08-22,284875,Insurance,Directors & Officers (D&O),Santa Catarina
00Q9c3a609efb0e,David,Doe,Massive Dynamic 16,New,LinkedIn,2025-06-13,5847316,Insurance,Corporate Life Insurance,Bahia
00Q2750477703ea,Grace,Taylor,Acme Corp 89,New,Cold Call,2025-11-04,23154424,Financial Services,Pension Fund Management,Bahia
00Q309abf256ea8,Alice,Thomas,Soylent Corp 49,Nurturing,Cold Call,2025-03-26,7558600,Financial Services,Group Health Insurance,Minas Gerais
00Qba0927e8480c,Mia,Johnson,MomCorp 98,Closed - Converted,Web,2025-10-21,1865522,Insurance,Directors & Officers (D&O),Santa Catarina
00Q47c24712d729,Mia,Miller,Wayne Ent 14,New,Partner,2025-02-28,7174359,Financial Services,Fleet Auto Insurance,Rio Grande do Sul
00Q28f9a60c59d0,Bob,Doe,Aperture Science 32,New,Cold Call,2025-06-03,6418638,Financial Services,Group Health Insurance,Rio de Janeiro
00Q69a894fb981f,Alice,Anderson,Oscorp 75,Working,Web,2025-07-05,29806965,Financial Services,Cyber Liability Insurance,Santa Catarina
00Q7abdbdfa4270,Bob,Anderson,Vandelay Ind 21,Working,Referral,2025-05-28,424765,Healthcare,Directors & Officers (D&O),Rio de Janeiro
00Q3261f427f0eb,Ivy,Wilson,Massive Dynamic 13,Closed - Converted,Partner,2025-01-15,30798439,Financial Services,Group Health Insurance,Sao Paulo
00Q183d29e60a14,Henry,Williams,Vandelay Ind 92,Working,Partner,2025-02-05,24386697,Financial Services,Group Health Insurance,Parana
00Q614b5e4d2628,Kelly,Wilson,Virtucon 82,New,LinkedIn,2025-09-02,1547816,Insurance,Directors & Officers (D&O),Rio Grande do Sul
00Qa6ca75bb05c6,David,Jackson,Acme Corp 81,Working,Web,2025-05-09,3892470,FinTech,Commercial Property,Sao Paulo
00Q334f2c009c72,Jack,Thomas,Virtucon 14,Closed - Converted,Referral,2025-03-02,1044986,FinTech,Corporate Life Insurance,Santa Catarina
00Qbdb8d96e6ca8,Henry,Williams,Tyrell Corp 83,New,LinkedIn,2025-04-15,9768969,Financial Services,Directors & Officers (D&O),Parana
00Q3b52164ecc4c,David,Moore,LexCorp 19,Closed - Not Converted,Partner,2025-10-20,1066510,FinTech,Cyber Liability Insurance,Parana
00Q9592898ad3b3,Alice,Harris,Wayne Ent 29,Closed - Converted,Cold Call,2025-09-16,12990857,Financial Services,Commercial Property,Rio Grande do Sul
00Q8d922145162e,Eva,Jackson,Black Mesa 76,New,Partner,2025-11-13,4229328,Financial Services,Corporate Life Insurance,Sao Paulo
00Qf88bd22aefae,David,Anderson,Virtucon 90,Closed - Converted,Trade Show,2025-11-09,434882,Insurance,Corporate Life Insurance,Santa Catarina
00Q0c118555826f,Grace,Doe,Dunder Mifflin 50,New,LinkedIn,2025-08-04,7860962,Insurance,Group Health Insurance,Santa Catarina
00Qd820189cfaf2,Bob,Harris,Virtucon 21,Nurturing,Web,2025-05-09,41470853,Financial Services,Corporate Life Insurance,Bahia
00Q2e33744b0784,Ivy,White,Aperture Science 63,New,Partner,2025-06-25,16067506,Financial Services,Cyber Liability Insurance,Santa Catarina
00Q832f6e766382,Frank,Brown,Vandelay Ind 20,Closed - Not Converted,Trade Show,2025-01-20,1970124,Insurance,Group Health Insurance,Rio Grande do Sul
00Q0c87c5969a7f,Bob,Harris,Umbrella Corp 36,Working,LinkedIn,2025-04-16,42952045,Banking,Corporate Life Insurance,Santa Catarina
00Qa0ed8f97e40b,Kelly,Smith,Tyrell Corp 92,Working,Referral,2025-02-14,3860899,Banking,Pension Fund Management,Minas Gerais
00Qe53c000e4f8c,Jack,White,Stark Ind 14,New,Cold Call,2025-11-18,3068913,Insurance,Cyber Liability Insurance,Distrito Federal
00Qc6a24d845db3,Bob,Davis,Hooli 7,Working,Partner,2025-06-26,722772,Insurance,Pension Fund Management,Rio de Janeiro
00Q3a160294ff84,Kelly,Harris,Acme Corp 60,Closed - Not Converted,Trade Show,2025-07-06,1647376,Insurance,Pension Fund Management,Bahia
00Q073890dbad17,Charlie,Davis,LexCorp 28,New,LinkedIn,2025-04-21,2021969,Insurance,Fleet Auto Insurance,Parana
00Qf86cec24b19c,Eva,Harris,LexCorp 23,New,Web,2025-04-01,14251560,Financial Services,Cyber Liability Insurance,Sao Paulo
00Q000f2c2b2571,Alice,White,Stark Ind 96,Closed - Converted,Partner,2025-01-30,32912959,Banking,Directors & Officers (D&O),Rio Grande do Sul
00Q34ba027ec276,Frank,Brown,Umbrella Corp 77,Closed - Converted,Cold Call,2025-06-07,1826855,Banking,Cyber Liability Insurance,Bahia
00Qc796192f026b,Mia,Smith,Acme Corp 21,Working,LinkedIn,2025-03-10,5098037,Financial Services,Corporate Life Insurance,Minas Gerais
00Qbfa92c964546,Eva,Moore,Tyrell Corp 70,New,Cold Call,2025-06-10,7892988,Financial Services,Directors & Officers (D&O),Sao Paulo
00Q2010885f7666,Jack,Jackson,MomCorp 32,Working,Referral,2025-08-24,17844587,Financial Services,Cyber Liability Insurance,Rio Grande do Sul
00Qb12fbb619978,Ivy,Miller,Tyrell Corp 28,New,Web,2025-03-25,1438360,Insurance,Corporate Life Insurance,Parana
00Qc350804bf43e,Liam,Wilson,Black Mesa 13,New,Trade Show,2025-09-28,1595736,Retail,Pension Fund Management,Parana
00Q5972fd7ab6a1,Bob,Harris,Wayne Ent 56,New,LinkedIn,2025-07-14,4831162,Insurance,Commercial Property,Rio Grande do Sul
00Qd99cffa083ed,Grace,Taylor,Cyberdyne 65,Working,Cold Call,2025-10-19,14694188,Financial Services,Commercial Property,Parana
00Q69fb2cdfceff,Bob,Williams,Virtucon 97,Closed - Not Converted,Web,2025-06-04,13946403,Financial Services,Group Health Insurance,Rio Grande do Sul
00Q60d7b5508b39,Charlie,Harris,Stark Ind 78,Working,Partner,2025-07-23,2327383,Insurance,Fleet Auto Insurance,Parana
00Qb0cc4dea767e,Henry,Brown,Wayne Ent 2,Working,LinkedIn,2025-01-26,664168,Insurance,Directors & Officers (D&O),Sao Paulo
00Qd11f0eddc82c,Bob,Moore,Aperture Science 12,Working,Partner,2025-02-25,5729007,Financial Services,Group Health Insurance,Bahia
00Q87a1c357d20b,Jane,Jackson,Massive Dynamic 90,New,LinkedIn,2025-04-13,820895,Retail,Corporate Life Insurance,Rio Grande do Sul
00Qcc3196f3a977,David,Williams,Tyrell Corp 2,Working,LinkedIn,2025-04-20,25871463,Banking,Corporate Life Insurance,Sao Paulo
00Q01fa583a4435,Jane,Davis,Virtucon 95,Working,Partner,2025-11-07,720714,FinTech,Cyber Liability Insurance,Rio Grande do Sul
00Qd67ecda4f2e8,Eva,Williams,LexCorp 85,Working,LinkedIn,2025-07-22,1089958,FinTech,Directors & Officers (D&O),Rio de Janeiro
00Q151a555f6c75,Jane,Smith,Vandelay Ind 79,Nurturing,Referral,2025-04-18,18646790,Financial Services,Pension Fund Management,Parana
00Q541ddc9453f2,John,Taylor,Cyberdyne 92,Working,Referral,2025-09-15,10551846,Financial Services,Group Health Insurance,Minas Gerais
00Qca86ee11232f,Eva,Thomas,Virtucon 92,Closed - Converted,Trade Show,2025-08-24,6490368,Financial Services,Fleet Auto Insurance,Rio de Janeiro
00Qec1276019336,Ivy,Thomas,Oscorp 30,Working,Cold Call,2025-06-27,8126034,Financial Services,Cyber Liability Insurance,Rio Grande do Sul
00Qb7d6308afaa5,Frank,White,Virtucon 9,Working,Web,2025-07-21,413048,Insurance,Commercial Property,Santa Catarina
00Q779d4a500ae3,Frank,Thomas,Initech 15,Working,Cold Call,2025-06-06,371846,Insurance,Directors & Officers (D&O),Santa Catarina
00Q98a778565612,Charlie,Williams,Black Mesa 68,New,Partner,2025-07-25,7495484,Financial Services,Pension Fund Management,Parana
00Q0a27ff17251a,Bob,Anderson,MomCorp 29,Nurturing,Cold Call,2025-04-11,13857126,Banking,Directors & Officers (D&O),Rio de Janeiro
00Qbd0aa8010660,Jane,Williams,Gekko & Co 1,Nurturing,Cold Call,2025-09-10,2123140,FinTech,Group Health Insurance,Sao Paulo
00Qf5071e46f680,Jane,Taylor,Soylent Corp 43,New,Web,2025-01-24,401758,FinTech,Directors & Officers (D&O),Distrito Federal
00Q2d483c30176f,Grace,Thomas,Black Mesa 20,Working,LinkedIn,2025-07-10,471191,Insurance,Pension Fund Management,Santa Catarina
00Qa0d77dad187b,Grace,Thomas,MomCorp 42,Closed - Not Converted,Web,2025-10-09,1405669,Financial Services,Directors & Officers (D&O),Distrito Federal
00Qe2c26f4a6698,Bob,Thomas,Gekko & Co 61,New,Partner,2025-07-04,2039339,Healthcare,Pension Fund Management,Santa Catarina
00Q09f154b3ec5f,Ivy,Doe,Hooli 41,Closed - Not Converted,Partner,2025-08-04,502348,FinTech,Cyber Liability Insurance,Bahia
00Q17c900038e39,David,Moore,LexCorp 6,New,Referral,2025-04-11,210475,Healthcare,Cyber Liability Insurance,Santa Catarina
00Q98cc0469a999,Charlie,Smith,Massive Dynamic 33,Closed - Not Converted,Cold Call,2025-04-05,20559017,Financial Services,Cyber Liability Insurance,Rio de Janeiro
00Qf0d64c22fc50,Charlie,Davis,Cyberdyne 6,Nurturing,Web,2025-04-12,11066931,Financial Services,Directors & Officers (D&O),Rio Grande do Sul
00Q1006a777813c,Henry,Brown,MomCorp 62,New,LinkedIn,2025-06-21,7552671,Financial Services,Directors & Officers (D&O),Rio Grande do Sul
00Qc44e47499f6e,Jane,Thomas,Aperture Science 80,Working,Cold Call,2025-11-06,1664325,Retail,Pension Fund Management,Minas Gerais
00Qb299ad8828f5,John,Miller,Hooli 95,Closed - Converted,Cold Call,2025-02-17,31113971,Financial Services,Commercial Property,Santa Catarina
00Q26846486a724,Bob,Anderson,LexCorp 51,Working,Partner,2025-07-23,2085930,Insurance,Commercial Property,Sao Paulo
00Q3e7decbada8e,David,Davis,Hooli 28,New,Partner,2025-07-25,770235,Insurance,Group Health Insurance,Parana
00Qa07c5ff41942,Eva,Miller,Gekko & Co 14,Working,LinkedIn,2025-04-10,2972543,FinTech,Fleet Auto Insurance,Distrito Federal
00Q5415d28f7142,John,Harris,Cyberdyne 17,Closed - Converted,Partner,2025-02-16,1047113,FinTech,Group Health Insurance,Distrito Federal
00Qe48afe1f4673,Liam,Williams,Tyrell Corp 78,New,Partner,2025-01-31,9255712,Banking,Group Health Insurance,Distrito Federal
00Q38083802e966,Grace,Harris,Soylent Corp 89,Working,Trade Show,2025-08-29,955389,Insurance,Corporate Life Insurance,Rio Grande do Sul
00Q679c6550b4bd,Liam,Williams,Oscorp 71,New,Trade Show,2025-04-25,1177992,Insurance,Group Health Insurance,Bahia
00Q9c4a3d1c08b0,Frank,Anderson,Globex 15,New,Referral,2025-11-21,37775290,Financial Services,Corporate Life Insurance,Parana
00Q934d6e044db7,Charlie,Harris,Massive Dynamic 92,Working,Web,2025-09-20,28328799,Banking,Cyber Liability Insurance,Minas Gerais
00Qf03ed6f31deb,Bob,Miller,Umbrella Corp 33,Closed - Converted,LinkedIn,2025-09-30,1360369,FinTech,Pension Fund Management,Sao Paulo
00Qecaa4de62ec2,Eva,Smith,Tyrell Corp 3,Nurturing,Web,2025-09-26,8865300,Financial Services,Commercial Property,Rio de Janeiro
00Q697bc995f827,Frank,Anderson,Umbrella Corp 87,Working,Trade Show,2025-06-09,11107555,Insurance,Fleet Auto Insurance,Minas Gerais
00Qa4bfd31b1d8e,Grace,Anderson,Vandelay Ind 6,New,LinkedIn,2025-05-25,718248,Retail,Commercial Property,Parana
00Q0f7a4ff8695c,David,Moore,Virtucon 93,Working,Cold Call,2025-07-05,21104903,Financial Services,Commercial Property,Minas Gerais
00Q03a7f8b3717d,Jack,Harris,Gekko & Co 80,New,Partner,2025-06-04,534674,Insurance,Corporate Life Insurance,Parana
00Q8424696f6177,Bob,Doe,Massive Dynamic 44,Working,Trade Show,2025-02-09,4663042,Financial Services,Group Health Insurance,Santa Catarina
00Q825b606aaf90,Alice,Jackson,Wayne Ent 81,New,Cold Call,2025-08-06,843665,Insurance,Fleet Auto Insurance,Bahia
00Qbe8d337896ef,Mia,White,Globex 97,New,Web,2025-02-02,296566,Retail,Corporate Life Insurance,Minas Gerais
00Q56aeb8fa343a,Mia,Davis,Tyrell Corp 43,Closed - Not Converted,Trade Show,2025-10-24,430758,Insurance,Commercial Property,Bahia
00Q5aec72169173,Henry,Harris,Wayne Ent 99,Working,Trade Show,2025-04-17,5490514,Retail,Fleet Auto Insurance,Minas Gerais
00Q02452cad9b47,John,Thomas,Gekko & Co 28,Nurturing,Partner,2025-02-10,8526907,Financial Services,Cyber Liability Insurance,Santa Catarina
00Qccceb358c97c,Jack,White,Vandelay Ind 1,New,Partner,2025-10-11,9114325,Banking,Corporate Life Insurance,Rio Grande do Sul
00Q37bc412d9a1f,Ivy,Brown,Globex 2,Working,Partner,2025-09-18,1950927,Insurance,Cyber Liability Insurance,Santa Catarina
00Qd7f7e361ca01,Jane,Moore,Cyberdyne 20,Nurturing,LinkedIn,2025-05-03,3280064,FinTech,Commercial Property,Bahia
00Q29c0e3ae7bc0,Liam,Williams,Globex 48,Nurturing,Partner,2025-05-08,56648128,Financial Services,Corporate Life Insurance,Distrito Federal
00Q982c1e8a95a7,Eva,Doe,Black Mesa 46,Closed - Not Converted,Partner,2025-09-02,1594065,Insurance,Corporate Life Insurance,Rio Grande do Sul
00Qcf5477c1a976,Ivy,Williams,Tyrell Corp 40,New,Trade Show,2025-01-05,47179117,Financial Services,Pension Fund Management,Rio Grande do Sul
00Q1ae6546ebd4e,Henry,Anderson,Wayne Ent 2,Closed - Converted,Trade Show,2025-11-13,280158,Insurance,Directors & Officers (D&O),Rio Grande do Sul
00Q71f04d55c7a2,Mia,Jackson,Umbrella Corp 87,New,LinkedIn,2025-01-02,4620643,Financial Services,Group Health Insurance,Parana
00Q7e81ce50fd3b,Mia,Moore,Dunder Mifflin 8,New,Cold Call,2025-05-01,8532306,Financial Services,Cyber Liability Insurance,Santa Catarina
00Qd0c7c99c2b40,Liam,Moore,Acme Corp 77,New,Cold Call,2025-03-10,743821,Insurance,Commercial Property,Santa Catarina
00Q91b5d714dc3c,Kelly,Brown,Soylent Corp 20,New,Referral,2025-07-22,23577766,Financial Services,Directors & Officers (D&O),Minas Gerais
00Qa99adaf67d5c,John,Anderson,Cyberdyne 31,Closed - Converted,Referral,2025-09-01,1483338,Insurance,Directors & Officers (D&O),Bahia
00Q0e6b4c7df2e7,John,Davis,Gekko & Co 87,Closed - Not Converted,Web,2025-05-04,77496192,Financial Services,Group Health Insurance,Parana
00Q00053f0f1e4e,Frank,Harris,MomCorp 27,Working,Cold Call,2025-09-26,2439372,Insurance,Group Health Insurance,Minas Gerais
00Q4ec08cdf71a2,John,Anderson,Hooli 26,Working,Referral,2025-09-22,1111798,Healthcare,Cyber Liability Insurance,Distrito Federal
00Qeebc51f592c2,David,Davis,MomCorp 47,Closed - Converted,Referral,2025-06-02,10072195,Financial Services,Pension Fund Management,Sao Paulo
00Qd40432a77f05,Eva,Williams,Wayne Ent 81,Closed - Converted,Cold Call,2025-05-28,3124177,Healthcare,Directors & Officers (D&O),Bahia
00Qa60bc513d642,Charlie,Doe,Dunder Mifflin 31,New,Partner,2025-02-28,414261,Insurance,Cyber Liability Insurance,Parana
00Q48ad5498459b,Ivy,Davis,Virtucon 1,Nurturing,Trade Show,2025-04-10,327604,Retail,Corporate Life Insurance,Minas Gerais
00Q22d5d912e557,David,Taylor,Oscorp 85,Closed - Converted,Trade Show,2025-04-01,1794990,Financial Services,Group Health Insurance,Bahia
00Q4628f6985a94,Jack,Davis,Aperture Science 87,Nurturing,Cold Call,2025-10-06,9071632,Banking,Commercial Property,Minas Gerais
00Q682a58e7e6c4,Grace,Jackson,Gekko & Co 29,New,Trade Show,2025-06-03,201968,Insurance,Corporate Life Insurance,Distrito Federal
00Q53962b692333,Ivy,Johnson,Gekko & Co 59,Working,Partner,2025-06-17,701177,Retail,Cyber Liability Insurance,Parana
00Qa886e3166e00,Alice,White,Oscorp 21,Closed - Converted,Partner,2025-06-16,812131,FinTech,Commercial Property,Parana
00Q23be0c093a21,John,Thomas,Aperture Science 2,New,LinkedIn,2025-08-20,1419255,Insurance,Corporate Life Insurance,Sao Paulo
00Qa62082c5d536,Frank,Brown,Globex 54,Closed - Converted,Web,2025-04-09,2077535,Insurance,Cyber Liability Insurance,Distrito Federal
00Q08a355d2740b,John,Wilson,Wayne Ent 61,New,Cold Call,2025-10-11,1045661,Insurance,Group Health Insurance,Rio Grande do Sul
00Qe68c12469e22,Alice,Doe,Black Mesa 13,Working,LinkedIn,2025-03-14,2425489,Financial Services,Cyber Liability Insurance,Rio Grande do Sul
00Q82479a3e0d6b,Eva,Taylor,Umbrella Corp 15,New,Cold Call,2025-11-15,9617417,Financial Services,Fleet Auto Insurance,Parana
00Qabe27a991f30,Kelly,Harris,Dunder Mifflin 28,Working,Trade Show,2025-11-08,2723094,Insurance,Fleet Auto Insurance,Santa Catarina
00Q10a15d716c8f,John,Thomas,Oscorp 55,Closed - Not Converted,Trade Show,2025-07-16,2373349,Financial Services,Commercial Property,Minas Gerais
00Q110b8c17d822,Charlie,Thomas,Acme Corp 99,New,Partner,2025-08-07,1283319,Insurance,Group Health Insurance,Parana
00Qe593b03fdf72,Bob,Doe,MomCorp 56,Closed - Converted,Referral,2025-07-29,2958611,Insurance,Fleet Auto Insurance,Rio Grande do Sul
00Q55038cf9b301,Alice,Miller,Hooli 94,Working,Partner,2025-08-12,675790,Insurance,Fleet Auto Insurance,Santa Catarina
00Qaf27e8f8a5bb,John,Brown,Umbrella Corp 88,Closed - Converted,Cold Call,2025-01-11,11377359,Financial Services,Pension Fund Management,Bahia
00Q2bdca64b2ace,Kelly,Harris,Soylent Corp 82,Closed - Converted,LinkedIn,2025-05-24,2836392,Retail,Directors & Officers (D&O),Parana
00Q1f75f830d8fb,Jack,White,Globex 91,New,Web,2025-03-18,2439533,Insurance,Pension Fund Management,Rio de Janeiro
00Qe7a72fb008d6,John,Jackson,Virtucon 14,Working,Trade Show,2025-03-16,15948195,Financial Services,Cyber Liability Insurance,Sao Paulo
00Q850695dcc11c,Grace,Taylor,LexCorp 45,Closed - Converted,Partner,2025-04-06,896076,FinTech,Group Health Insurance,Santa Catarina
00Q25791b9f8877,Charlie,White,Umbrella Corp 38,New,Trade Show,2025-05-04,7337961,Financial Services,Pension Fund Management,Rio de Janeiro
00Q84abed1f34c0,Frank,Anderson,Gekko & Co 90,Working,Partner,2025-02-08,2015748,Healthcare,Fleet Auto Insurance,Santa Catarina
00Q66a78d215eee,Mia,Davis,Dunder Mifflin 32,New,Partner,2025-11-07,3533344,Retail,Commercial Property,Sao Paulo
00Qfbedea5f707b,Frank,Brown,MomCorp 90,Nurturing,Cold Call,2025-11-04,898891,Insurance,Cyber Liability Insurance,Rio de Janeiro
00Q81133910c309,Frank,Anderson,Cyberdyne 67,Nurturing,Trade Show,2025-04-22,1258760,Insurance,Cyber Liability Insurance,Santa Catarina
00Q7540ad44a8f5,Bob,White,Wayne Ent 97,Closed - Not Converted,Cold Call,2025-06-12,882731,Insurance,Pension Fund Management,Parana
00Qe4516e03ff3b,Ivy,Thomas,Black Mesa 81,Working,Trade Show,2025-06-12,26908234,Financial Services,Pension Fund Management,Bahia
00Q90a78555733a,Jack,Moore,MomCorp 95,New,Cold Call,2025-09-10,1505143,Financial Services,Cyber Liability Insurance,Bahia
00Q4c9f54a973ef,Jack,Harris,Cyberdyne 37,Working,Cold Call,2025-08-03,52474669,Financial Services,Group Health Insurance,Rio Grande do Sul
00Q02bf0a1beef9,Henry,White,Acme Corp 5,Working,LinkedIn,2025-09-29,8115819,Banking,Group Health Insurance,Rio de Janeiro
00Q1f8ba5988103,Grace,Davis,Hooli 2,Working,Referral,2025-06-29,5947380,Insurance,Corporate Life Insurance,Parana
00Q936aa2b8f72e,Mia,Johnson,Wayne Ent 41,Closed - Converted,Trade Show,2025-04-19,283428,Insurance,Corporate Life Insurance,Minas Gerais
00Q333269385c64,Mia,Taylor,Stark Ind 66,Working,Cold Call,2025-01-05,281001,Healthcare,Pension Fund Management,Sao Paulo
00Q8057e7c71ceb,John,Brown,LexCorp 3,Working,LinkedIn,2025-09-04,357340,Insurance,Directors & Officers (D&O),Rio de Janeiro
00Q0c09d15e523a,Jack,Johnson,Initech 66,Working,Partner,2025-05-14,8954905,Financial Services,Commercial Property,Santa Catarina
00Q0cd8e4b8e490,Alice,Moore,Cyberdyne 90,Working,LinkedIn,2025-11-22,2250805,FinTech,Cyber Liability Insurance,Santa Catarina
00Q4a08264fe20d,Henry,White,Globex 21,Closed - Not Converted,Partner,2025-11-12,590271,Insurance,Group Health Insurance,Parana
00Qa8961e4cd75a,Charlie,Miller,Stark Ind 72,Closed - Converted,Referral,2025-03-30,619213,Insurance,Fleet Auto Insurance,Distrito Federal
00Q77a8d04ecfb5,Kelly,Davis,Acme Corp 54,Nurturing,Web,2025-06-01,2498211,Financial Services,Pension Fund Management,Parana
00Q64b858278e92,Jack,Thomas,Oscorp 1,New,Partner,2025-09-29,2223858,Insurance,Pension Fund Management,Santa Catarina
00Qac96e4d61b0f,Henry,Doe,Stark Ind 99,Working,Referral,2025-06-17,1130361,Insurance,Fleet Auto Insurance,Santa Catarina
00Qa9b548450edb,Eva,Thomas,Initech 43,Closed - Converted,Trade Show,2025-01-24,12108163,Financial Services,Group Health Insurance,Minas Gerais
00Qca152d8beb3e,Alice,Smith,Oscorp 55,Closed - Converted,LinkedIn,2025-05-10,2625059,Financial Services,Commercial Property,Parana
00Q9f2b80f5c99c,Kelly,Miller,Umbrella Corp 25,Nurturing,Web,2025-06-25,1312439,Healthcare,Directors & Officers (D&O),Parana
00Q4aaf6337b1c3,Eva,Harris,Oscorp 92,Closed - Not Converted,Referral,2025-11-15,379772,Insurance,Fleet Auto Insurance,Sao Paulo
00Qbc47a95efb90,Grace,Smith,Acme Corp 22,New,Partner,2025-09-16,15917211,Financial Services,Commercial Property,Distrito Federal
00Q63609a0ba63c,Alice,Davis,Stark Ind 91,New,Partner,2025-05-29,14528237,Banking,Corporate Life Insurance,Rio de Janeiro
00Q648d07adf5e7,John,Anderson,Oscorp 5,New,Referral,2025-01-10,662338,Insurance,Corporate Life Insurance,Sao Paulo
00Qdcd9d4e717e9,Henry,Wilson,Vandelay Ind 19,Working,Trade Show,2025-06-05,42433445,Financial Services,Fleet Auto Insurance,Rio de Janeiro
00Q5baa763780f8,Liam,Miller,Acme Corp 62,Closed - Converted,LinkedIn,2025-11-18,12545969,Healthcare,Corporate Life Insurance,Minas Gerais
00Q0c4534aba1da,Mia,Moore,MomCorp 83,Closed - Converted,LinkedIn,2025-07-24,839646,Insurance,Fleet Auto Insurance,Santa Catarina
00Q735513a3f522,David,Smith,Vandelay Ind 89,New,Cold Call,2025-08-10,7299064,Financial Services,Directors & Officers (D&O),Rio de Janeiro
00Q6ae7c1f3b2ca,John,Smith,Massive Dynamic 59,Closed - Not Converted,Web,2025-10-23,30932161,Financial Services,Cyber Liability Insurance,Minas Gerais
00Q8e2d436c0b13,Bob,Taylor,Stark Ind 96,Closed - Converted,Referral,2025-10-27,25002426,Financial Services,Cyber Liability Insurance,Santa Catarina
00Qc1ddb542f8ea,Jack,Miller,Cyberdyne 40,Working,Trade Show,2025-07-25,31675103,Financial Services,Cyber Liability Insurance,Rio Grande do Sul
00Q4f3399fc377c,Liam,Smith,Soylent Corp 19,Working,Trade Show,2025-04-24,682146,Insurance,Fleet Auto Insurance,Parana
00Q5994004a3b55,Jack,Doe,Umbrella Corp 8,New,Trade Show,2025-07-15,14501310,Banking,Group Health Insurance,Rio de Janeiro
00Q968a49097803,Jack,Brown,Initech 34,Working,Partner,2025-07-11,560282,Insurance,Cyber Liability Insurance,Minas Gerais
00Qe2b322ef8f65,John,Smith,Virtucon 47,Working,Web,2025-01-04,18414000,Financial Services,Pension Fund Management,Sao Paulo
00Qb62bc709e019,Frank,Johnson,Cyberdyne 14,New,Trade Show,2025-04-23,2203341,Financial Services,Corporate Life Insurance,Rio de Janeiro
00Qfdbd99126f8e,John,Anderson,MomCorp 5,Closed - Converted,Referral,2025-05-18,4724801,Insurance,Fleet Auto Insurance,Bahia
00Q5e2b19a08dd5,Henry,Taylor,Globex 84,New,Trade Show,2025-08-24,902058,Financial Services,Pension Fund Management,Sao Paulo
00Q3956fba9aefd,Grace,Brown,Gekko & Co 85,Working,Trade Show,2025-07-10,17136135,Financial Services,Group Health Insurance,Santa Catarina
00Qc5c0dbc98893,Ivy,Davis,MomCorp 40,New,LinkedIn,2025-09-29,2843135,Financial Services,Directors & Officers (D&O),Parana
00Q2bdcf0ca7881,Bob,White,Dunder Mifflin 88,Closed - Not Converted,Cold Call,2025-07-16,3499197,Healthcare,Commercial Property,Rio de Janeiro
00Qa150696f7758,Bob,White,Stark Ind 55,Working,Trade Show,2025-04-10,18455033,Financial Services,Cyber Liability Insurance,Rio Grande do Sul
00Q9aaace765d22,Charlie,White,Initech 38,Closed - Converted,Web,2025-02-01,8332006,Financial Services,Pension Fund Management,Sao Paulo
00Qc7aeea3ed579,Jack,Doe,Virtucon 44,Working,Trade Show,2025-11-05,6249906,Retail,Pension Fund Management,Bahia
00Q1e4a5f4fee38,Alice,Harris,Stark Ind 10,Nurturing,Cold Call,2025-04-26,1572148,Retail,Commercial Property,Rio de Janeiro
00Q39ff4d607b49,Mia,Anderson,Wayne Ent 92,Working,Cold Call,2025-08-31,25399562,Financial Services,Directors & Officers (D&O),Rio de Janeiro
00Qc1a0d819095f,Jane,Davis,Vandelay Ind 32,New,Web,2025-08-21,682428,Retail,Group Health Insurance,Sao Paulo
00Q4740b9de629f,Frank,Brown,Globex 9,Closed - Not Converted,Referral,2025-03-28,16754151,Financial Services,Corporate Life Insurance,Distrito Federal
